message_id,references_found,references_not_found,amounts,dates
MSG002634,,LA935073,,
MSG002636,,,,2026-10-06
MSG002640,,,276000.0,
MSG002641,,,495000.0,
MSG002644,,,809000.0,
MSG002654,,,,2025-01-06
MSG002658,LA029870,,,
MSG002659,LA019681,,,
MSG002661,,,616000.0,
MSG002675,LA018185,,,
MSG002677,LA030330,,,
MSG002681,,,511000.0,
MSG002683,,LA931423,,
MSG002685,,,763000.0,
MSG002688,,,732000.0,
MSG002689,,LA941004,,
MSG002691,LA015692,,,
MSG002693,,,246000.0,
MSG002698,,,428000.0,
MSG002700,,,,2026-11-08
MSG002707,,,72000.0,
MSG002711,,,,2026-12-13
MSG002714,,,350000.0,2026-12-13
MSG002715,,,889000.0,2025-01-28
MSG002717,,LA950477,,
MSG002719,,,,2025-09-18
MSG002723,,,828000.0,
MSG002724,,,616000.0,
MSG002726,,,806000.0,
MSG002728,,,,2026-11-09
MSG002731,,LA969592,,
MSG002734,LA012410,,,
MSG002737,,LA930293,,
MSG002741,,,769000.0,
MSG002742,,,349000.0,
MSG002743,,,823000.0,
MSG002745,LA012274,,,
MSG002748,,,117000.0,2026-12-18
MSG002751,,,360000.0,
MSG002752,,LA984551,,
MSG002757,LA028880,,,
MSG002759,,,243000.0,2025-06-19
MSG002761,,,539000.0,
MSG002764,LA024981,,,
MSG002776,,,731000.0,
MSG002780,,,,2026-04-04
MSG002781,LA005412,,,
MSG002785,,,696000.0,
MSG002792,,LA947942,,2026-07-25
MSG002795,LA016268,,,
MSG002797,,,837000.0,
MSG002799,,,131000.0,
MSG002806,,,,2025-10-26
MSG002808,,LA012266,,
MSG002811,LA021364,,,
MSG002812,,LA972091,,
MSG002813,LA001730,,,
MSG002816,,,93000.0,
MSG002817,,LA911480,,
MSG002820,,,552000.0,
MSG002825,,,627000.0,
MSG002832,LA023593,,,
MSG002834,LA024531,,,
MSG002837,LA007512,,,
MSG002840,,,,2026-10-07
MSG002842,LA004991,,,
MSG002844,LA020730,,,
MSG002845,,,,2026-07-04
MSG002847,,LA917398,,
MSG002848,,,774000.0,
MSG002854,LA008513,,,
MSG002855,,LA945355,,
MSG002857,,,312000.0,
MSG002860,,,613000.0,
MSG002861,,,,2026-08-06
MSG002862,,,185000.0,
MSG002865,,,218000.0,
MSG002869,,,,2025-11-27
MSG002874,LA031070,,,
MSG002875,,,825000.0,
MSG002878,,,200000.0,
MSG002879,,,804000.0,
MSG002881,,,9000.0,
MSG002883,,,619000.0,
MSG002886,,LA936621,,
MSG002888,,LA949611,588000.0,
MSG002890,,LA915841,,
MSG002893,LA025604,,,
MSG002895,,LA947360,,
MSG002899,,,111000.0,
MSG002901,LA031513,,,
MSG002904,,,313000.0,
MSG002907,LA017664,,,
MSG002909,,,,2026-09-13
MSG002912,,,,2025-06-12
MSG002913,LA030969,,,
MSG002914,LA000462,,,
MSG002919,,LA968671,,
MSG002922,LA009589,,,2025-09-17
MSG002923,,,239000.0,
MSG002925,,LA972844,,
MSG002928,,,416000.0,
MSG002929,LA000073,,,
MSG002931,,LA924816,,
MSG002932,,,313000.0,
MSG002937,,,,2026-07-09
MSG002939,LA022384,,,
MSG002940,LA016879,,,
MSG002945,,LA934442,,
MSG002946,,,770000.0,
MSG002947,,LA952538,,
MSG002958,LA009516,,,
MSG002959,LA010085,,,
MSG002961,,,,2026-10-04
MSG002964,,,708000.0,
MSG002968,LA021268,,,
MSG002970,,,65000.0,
MSG002972,,,298000.0,
MSG002975,,,240000.0,
MSG002978,,,,2026-11-03
MSG002983,LA005975,,,
MSG002984,,LA951797,,
MSG002986,,,257000.0,
MSG002988,,,139000.0,
MSG002996,,,458000.0,
MSG002998,,,,2026-01-04
MSG003000,,LA979182,,
MSG003002,,,482000.0,
MSG003005,,,568000.0,
MSG003007,LA017003,,,
MSG003008,,,154000.0,
MSG003010,LA020269,,,
MSG003017,,,,2025-06-17
MSG003018,,,374000.0,
MSG003019,,,,2025-12-11
MSG003024,,,892000.0,2025-03-16
MSG003025,,,586000.0,
MSG003027,,,146000.0,
MSG003028,LA007952,,,
MSG003032,,,489000.0,
MSG003033,,LA939028,,2026-08-17
MSG003038,,,10000.0,2026-09-10
MSG003039,,,126000.0,
MSG003042,,,350000.0,
MSG003043,,,549000.0,
MSG003046,LA007574,,,
MSG003047,,,170000.0,
MSG003050,,,,2026-10-01
MSG003053,,,435000.0,
MSG003054,,LA967093,,
MSG003055,LA011706,,,
MSG003056,,,681000.0,
MSG003061,,,477000.0,
MSG003062,,,817000.0,
MSG003064,,,,2025-06-20
MSG003069,LA019564,,,
MSG003077,LA008427,,,
MSG003081,,,395000.0,
MSG003084,,LA988374,,
MSG003085,,,598000.0,
MSG003091,,,,2026-07-17
MSG003094,LA012530,,457000.0,
MSG003096,LA017954,,,
MSG003098,LA006185,,,
MSG003099,LA018788,,,
MSG003100,,,450000.0,
MSG003103,,LA929837,,
MSG003114,LA004570,,,
MSG003116,LA004718,,898000.0,
MSG003117,,,79000.0,
MSG003120,,,,2025-08-22
MSG003123,LA007852,,,
MSG003124,,,671000.0,
MSG003125,,,627000.0,
MSG003127,,,14000.0,
MSG003131,,,195000.0,
MSG003132,,,448000.0,
MSG003135,LA009480,,,
MSG003137,,,582000.0,
MSG003141,LA000992,,,
MSG003143,,,686000.0,
MSG003145,,,384000.0,
MSG003147,,,,2025-12-04
MSG003149,LA031730,,,
MSG003152,LA010190,,,
MSG003154,,,757000.0,
MSG003156,,,856000.0,
MSG003157,,,706000.0,
MSG003158,LA026567,,,2026-10-13
MSG003161,,,234000.0,
MSG003162,,,893000.0,
MSG003165,LA029761,,,
MSG003167,,,800000.0,
MSG003169,,,,2025-06-10
MSG003171,,,163000.0,
MSG003173,LA026434,,,
MSG003174,,,838000.0,2026-10-16
MSG003176,,,38000.0,
MSG003177,,,544000.0,
MSG003182,LA027440,,,
MSG003186,,,563000.0,
MSG003188,LA003313,,,
MSG003192,LA012290,,,
MSG003202,LA024651,,,
MSG003205,LA019022,,,
MSG003207,,,779000.0,
MSG003209,,,,2026-07-25
MSG003210,,,,2026-11-12
MSG003213,,,226000.0,
MSG003215,LA000183,,208000.0,
MSG003220,,,566000.0,
MSG003222,LA018735,,,
MSG003230,,,126000.0,
MSG003232,LA026563,,,2026-06-10
MSG003233,,,,2026-03-21
MSG003234,,,418000.0,
MSG003236,LA027352,,,
MSG003237,LA012684,,,
MSG003240,LA007834,,,
MSG003241,LA010236,,,2025-08-10
MSG003243,,,136000.0,
MSG003244,,,,2026-01-01
MSG003245,,LA982296,,
MSG003246,,,625000.0,
MSG003249,,,649000.0,
MSG003250,LA009804,,,
MSG003252,LA011452,,,
MSG003255,,,,2026-04-24
MSG003256,,,,2025-01-02
MSG003259,LA009981,,,
MSG003265,,,327000.0,
MSG003270,,LA933286,,2026-12-18
MSG003272,,,817000.0,
MSG003275,,,,2025-04-15
MSG003276,,,,2026-10-29
MSG003279,,,707000.0,
MSG003284,LA015107,,,
MSG003287,LA001351,,,
MSG003292,LA009111,,,
MSG003293,,,,2025-05-09
MSG003296,LA010405,,,
MSG003300,LA005082,,,
MSG003301,,,275000.0,
MSG003303,,,181000.0,
MSG003304,,LA933438,,
MSG003306,,,,2026-11-24
MSG003307,,LA965335,,2026-07-14
MSG003309,,LA962177,,2025-02-03
MSG003315,LA028972,,,2025-08-16
MSG003325,,,523000.0,
MSG003331,,,664000.0,2026-05-10
MSG003332,,,,2026-09-07
MSG003333,,,,2025-03-30
MSG003334,LA022315,,,
MSG003338,,,,2025-02-05
MSG003343,,,476000.0,
MSG003344,,,,2025-01-28
MSG003345,,,298000.0,
MSG003351,,LA954946,,
MSG003355,LA030093,,,
MSG003365,,LA923122,,
MSG003366,,,690000.0,
MSG003367,LA018549,,,2025-10-08
MSG003369,,,825000.0,
MSG003381,LA003630,,,
MSG003382,,,,2026-05-15
MSG003384,,,163000.0,
MSG003387,,,107000.0,
MSG003388,LA029848,,,
MSG003398,,,461000.0,
MSG003404,,LA909639,,
MSG003405,,,,2026-03-10
MSG003406,,,,2025-09-18
MSG003415,,,706000.0,
MSG003416,,,432000.0,
MSG003419,,,,2025-12-08
MSG003422,,,539000.0,
MSG003423,,,887000.0,
MSG003424,LA015138,,,
MSG003425,LA022610,,,
MSG003429,,,,2025-08-18
MSG003433,,,,2025-09-01
MSG003436,LA012601,,,
MSG003439,,,,2026-08-04
MSG003444,,,605000.0,
MSG003446,,,697000.0,
MSG003447,LA016329,,,
MSG003449,,,886000.0,
MSG003450,LA016164,,,
MSG003451,,LA990893,,
MSG003453,,,336000.0,
MSG003454,LA009422,,68000.0,2026-02-11
MSG003464,,,251000.0,2025-09-23
MSG003468,,LA987398,,
MSG003473,,,35000.0,
MSG003476,,LA988666,609000.0,
MSG003477,,,,2025-12-26
MSG003479,LA018325,,,
MSG003483,LA024239,,,
MSG003484,,LA000675,,
MSG003488,,,74000.0,
MSG003492,,,681000.0,
MSG003496,,,870000.0,
MSG003497,,,649000.0,
MSG003499,,,,2026-08-23
MSG003503,LA004330,,,
MSG003505,,,458000.0,
MSG003507,,,169000.0,
MSG003508,,,282000.0,
MSG003510,,,686000.0,2025-04-29
MSG003514,,,842000.0,
MSG003519,,,,2025-12-19
MSG003520,,,,2025-08-05
MSG003526,,,318000.0,
MSG003529,,,393000.0,
MSG003532,LA027798,,,
MSG003535,,LA951260,,
MSG003541,,,473000.0,
MSG003542,,,,2026-04-14
MSG003544,,,107000.0,
MSG003549,,,331000.0,
MSG003556,,,138000.0,
MSG003557,,,667000.0,
MSG003559,,,,2026-05-16
MSG003562,,,873000.0,
MSG003565,,,299000.0,
MSG003567,,,475000.0,
MSG003569,,,798000.0,
MSG003570,,LA988452,,
MSG003572,,,,2025-08-25
MSG003573,,,169000.0,
MSG003576,,LA947335,,
MSG003577,,,,2025-11-10
MSG003578,,,78000.0,
MSG003582,,,83000.0,
MSG003588,,,205000.0,
MSG003591,LA018813,,,
MSG003592,LA032134,,,2025-07-24
MSG003594,,LA907550,891000.0,
MSG003595,,,706000.0,
MSG003596,,,132000.0,
MSG003598,,,,2025-01-04
MSG003599,,,868000.0,2026-03-29
MSG003606,,,291000.0,2025-07-09
MSG003609,,,673000.0,
MSG003610,,,685000.0,2026-02-10
MSG003613,,,214000.0,
MSG003615,,,,2026-01-04
MSG003619,,,772000.0,2026-06-20
MSG003622,,,,2026-03-26
MSG003624,LA019979,,,
MSG003625,LA021584,,,
MSG003630,LA029665,,,
MSG003632,,,841000.0,
MSG003634,,,476000.0,
MSG003636,LA021814,,,
MSG003637,,,,2025-02-18
MSG003638,LA010899,,,
MSG003640,,,690000.0,
MSG003641,,,282000.0,
MSG003642,,,788000.0,
MSG003644,,,66000.0,
MSG003645,,,,2026-12-24
MSG003648,LA017444,,,
MSG003649,LA007812,,,
MSG003656,,,,2026-01-04
MSG003657,,,182000.0,
MSG003658,,,,2025-03-12
MSG003660,,LA919843,,
MSG003664,,,420000.0,
MSG003667,,,,2025-07-31
MSG003669,,,385000.0,
MSG003670,,LA927259,,
MSG003673,,,828000.0,
MSG003674,LA011049,,,
MSG003675,,LA937699,,
MSG003683,,,803000.0,
MSG003688,,,895000.0,
MSG003690,,,883000.0,
MSG003692,,LA993904,,
MSG003693,,,812000.0,
MSG003696,,,,2026-08-31
MSG003697,,,,2026-09-22
MSG003700,LA022473,,,
MSG003701,LA004936,,,
MSG003702,LA022198,,,
MSG003704,,,,2025-06-24
MSG003706,,,379000.0,
MSG003708,LA019297,,,
MSG003716,,,,2025-10-04
MSG003717,,LA933282,,
MSG003718,,,63000.0,
MSG003723,,,834000.0,
MSG003724,LA010198,,,
MSG003726,LA001482,,,
MSG003727,,,,2025-12-09
MSG003728,,,702000.0,
MSG003729,,,548000.0,
MSG003731,,,469000.0,
MSG003735,LA023280,,,
MSG003737,,,,2026-10-09
MSG003745,LA027215,,,2025-02-19
MSG003747,,LA961261,510000.0,
MSG003749,,,364000.0,
MSG003751,LA024120,,,
MSG003755,LA013905,,,
MSG003757,LA021588,,,
MSG003759,LA013703,,603000.0,
MSG003761,LA011837,,,2025-06-02
MSG003763,,,111000.0,2026-10-05
MSG003764,LA010818,,,
MSG003765,,,,2025-12-20
MSG003766,,,780000.0,
MSG003767,,,,2025-01-14
MSG003768,,,883000.0,
MSG003771,LA006987,,,
MSG003774,,,776000.0,
MSG003776,LA031987,,,2025-05-30
MSG003779,,LA927073,,
MSG003780,LA022011,,,
MSG003781,,,,2026-02-08
MSG003786,,,,2025-12-19
MSG003788,LA005795,,,
MSG003789,LA028550,,,
MSG003792,,,516000.0,
MSG003798,,,233000.0,
MSG003799,,LA964326,,2026-05-18
MSG003800,,,569000.0,
MSG003805,,,97000.0,
MSG003807,,,353000.0,
MSG003809,,,269000.0,2025-12-30
MSG003812,,,684000.0,
MSG003815,,,,2025-05-05
MSG003816,,,,2025-06-08
MSG003817,LA005015,,,
MSG003818,,,565000.0,
MSG003821,,,817000.0,
MSG003823,,,728000.0,
MSG003824,,,816000.0,
MSG003828,,,,2026-01-18
MSG003831,LA019614,,,
MSG003833,,,8000.0,
MSG003837,,,888000.0,
MSG003839,,,299000.0,
MSG003841,,,57000.0,
MSG003842,LA005481,,,
MSG003843,,,888000.0,
MSG003844,,,,2025-08-14
MSG003845,,,,2025-07-26
MSG003846,LA011936,,,
MSG003847,,LA956740,,
MSG003850,,,509000.0,
MSG003859,,,581000.0,
MSG003863,,,471000.0,
MSG003865,,,61000.0,
MSG003866,,LA021752,,
MSG003867,,LA915042,,
MSG003868,,,565000.0,
MSG003869,,,871000.0,
MSG003870,,LA946227,,
MSG003874,,,771000.0,
MSG003877,LA032973,,,
MSG003880,,LA910539,,2026-03-01
MSG003885,,,715000.0,
MSG003886,,,747000.0,
MSG003891,,,345000.0,
MSG003893,LA032738,,,
MSG003894,,,149000.0,
MSG003901,,,,2025-01-22
MSG003902,,LA988918,,
MSG003903,,,152000.0,
MSG003906,,,,2026-07-24
MSG003907,LA029550,,,
MSG003910,LA007807,,,
MSG003911,,,593000.0,
MSG003912,LA003097,,,
MSG003913,,,256000.0,
MSG003918,,,,2026-07-31
MSG003919,LA029881,,,
MSG003920,LA030462,,,2026-04-17
MSG003921,,,204000.0,
MSG003927,,LA970412,,
MSG003932,LA009224,,,
MSG003937,LA000640,,,
MSG003939,LA021403,,,
MSG003944,,,,2025-02-21
MSG003945,LA002519,,,
MSG003948,LA001339,,,
MSG003955,,LA994133,,
MSG003956,,,,2025-02-07
MSG003957,LA030926,,,
MSG003962,LA016372,,,
MSG003965,,,268000.0,
MSG003969,,,438000.0,
MSG003971,,,175000.0,
MSG003974,,,343000.0,
MSG003977,,,588000.0,2026-07-30
MSG003981,LA003708,,,
MSG003983,LA021622,,,
MSG003985,,,345000.0,
MSG003986,LA012197,,,
MSG003990,,LA987561,,
MSG003995,LA017715,,,2026-11-20
MSG003996,,,25000.0,
MSG003997,,,448000.0,
MSG003999,,,,2026-03-28
MSG004000,,LA921947,,
MSG004002,,,,2026-01-09
MSG004004,LA029660,,,
MSG004005,,,181000.0,
MSG004007,,,593000.0,
MSG004008,,,455000.0,
MSG004009,,,129000.0,
MSG004013,,,,2025-09-21
MSG004016,,,663000.0,
MSG004020,LA007883,,,
MSG004031,,,,2026-08-10
MSG004034,,,613000.0,
MSG004039,,,802000.0,
MSG004040,,LA970721,,
MSG004047,,LA910010,,
MSG004051,,,263000.0,
MSG004054,,LA996059,,
MSG004057,,,,2026-11-11
MSG004060,,,623000.0,
MSG004062,,LA978532,,2025-04-23
MSG004063,,LA968047,,2026-03-22
MSG004065,,,226000.0,
MSG004068,,,,2026-08-22
MSG004069,,LA999485,,
MSG004070,,,560000.0,
MSG004072,,,,2026-07-14
MSG004074,LA021357,,,
MSG004076,,,216000.0,
MSG004077,,,793000.0,2026-05-28
MSG004082,,,169000.0,
MSG004084,,,,2026-01-29
MSG004085,,LA984689,,2026-01-24
MSG004089,LA027345,,,
MSG004091,,,168000.0,
MSG004095,LA014000,,,
MSG004097,LA032013,,,
MSG004099,,LA986359,,
MSG004105,,,320000.0,
MSG004106,,,874000.0,
MSG004107,,LA910012,,
MSG004108,,,,2026-05-07
MSG004110,,,510000.0,
MSG004117,,,284000.0,
MSG004119,LA014813,,,
MSG004120,,LA902369,,
MSG004122,,,336000.0,
MSG004125,,,701000.0,
MSG004126,,,,2025-02-23
MSG004127,,,13000.0,
MSG004130,,LA996109,,
MSG004131,LA015174,,,
MSG004132,,,,2026-04-12
MSG004134,,,368000.0,
MSG004137,LA029179,,,
MSG004139,,,526000.0,
MSG004141,LA021010,,,
MSG004144,,LA925126,,
MSG004147,,,540000.0,
MSG004148,LA028670,,,
MSG004153,,,597000.0,
MSG004156,,LA942639,,
MSG004159,,,294000.0,2026-03-24
MSG004161,,,460000.0,
MSG004162,,,,2026-11-30
MSG004166,LA026106,,,
MSG004169,,,,2026-01-24
MSG004170,,LA904334,,
MSG004174,LA023536,,,
MSG004175,,,785000.0,2026-04-23
MSG004176,,LA962305,,2026-06-20
MSG004181,,,117000.0,
MSG004182,,,137000.0,
MSG004183,LA008001,,,
MSG004184,,,176000.0,
MSG004187,,,,2025-04-08
MSG004188,,,258000.0,2025-05-14
MSG004189,,,102000.0,
MSG004194,LA013177,,,
MSG004195,,,,2025-04-24
MSG004196,,,351000.0,
MSG004198,,,446000.0,
MSG004200,,LA982077,,
MSG004201,,LA984173,,
MSG004202,,,132000.0,
MSG004203,,,179000.0,
MSG004207,,,363000.0,2026-01-09
MSG004210,,LA958140,,
MSG004215,,,382000.0,
MSG004216,,,730000.0,
MSG004223,LA028531,,,2026-06-19
MSG004225,,,,2025-10-22
MSG004227,,,402000.0,
MSG004230,,,379000.0,
MSG004235,LA020349,,,
MSG004236,,,,2026-11-02
MSG004237,,,762000.0,
MSG004239,LA009276,,,
MSG004243,LA010823,,,
MSG004244,LA025624,,,
MSG004249,,LA966131,,
MSG004250,,LA951371,,
MSG004255,,LA944614,,
MSG004259,,,31000.0,
MSG004262,,,708000.0,
MSG004267,,,,2026-07-20
MSG004269,,LA955444,,
MSG004271,,LA993588,,
MSG004272,,,8000.0,
MSG004278,LA005905,,,
MSG004279,,,616000.0,
MSG004280,,,,2026-06-21
MSG004283,,,23000.0,
MSG004295,,,,2026-10-04
MSG004298,,,,2025-05-24
MSG004304,,,875000.0,2025-11-21
MSG004306,,,77000.0,
MSG004309,,,,2026-07-25
MSG004313,,,682000.0,
MSG004316,,,143000.0,
MSG004318,,,7000.0,
MSG004320,,,430000.0,
MSG004322,LA003709,,,
MSG004325,,,,2025-08-19
MSG004328,,,625000.0,
MSG004329,,,325000.0,
MSG004330,,,,2025-08-09
MSG004336,LA025268,,,2026-11-28
MSG004342,,,216000.0,
MSG004343,,,239000.0,
MSG004344,,,479000.0,2026-08-01
MSG004349,,LA925244,,
MSG004350,,,49000.0,
MSG004354,,,,2025-06-30
MSG004355,,,111000.0,
MSG004358,,,87000.0,
MSG004360,,,782000.0,
MSG004361,,,756000.0,
MSG004362,,,246000.0,
MSG004373,,,251000.0,2026-06-02
MSG004375,,,812000.0,
MSG004377,,,117000.0,
MSG004384,LA009539,,,
MSG004385,,,171000.0,
MSG004389,LA025279,,,
MSG004393,,,652000.0,
MSG004407,,,762000.0,
MSG004411,,,,2026-07-15
MSG004412,,,883000.0,
MSG004413,,,297000.0,
MSG004414,LA017630,,,
MSG004416,,,104000.0,
MSG004420,,,,2026-02-23
MSG004423,LA032929,,,
MSG004427,,,,2025-04-08
MSG004428,,,355000.0,
MSG004432,,,,2025-12-16
MSG004435,,,724000.0,
MSG004437,,,496000.0,2026-10-24
MSG004439,,,192000.0,2025-09-25
MSG004442,,,258000.0,
MSG004446,,,,2025-04-22
MSG004447,,,,2025-04-12
MSG004448,,,,2025-08-25
MSG004451,LA017346,,309000.0,
MSG004455,,,447000.0,
MSG004458,,,571000.0,2026-12-24
MSG004460,,LA947018,,2026-07-19
MSG004462,,,,2026-08-28
MSG004463,,,569000.0,
MSG004464,,,170000.0,
MSG004466,,,,2025-07-13
MSG004469,LA028630,,,
MSG004472,,,52000.0,
MSG004473,LA028065,,303000.0,
MSG004474,,LA960163,,
MSG004477,LA007025,,,
MSG004481,,LA957013,,
MSG004484,LA032874,,,
MSG004485,,,560000.0,
MSG004486,,,342000.0,2026-11-14
MSG004489,,,355000.0,
MSG004493,,,,2026-11-02
MSG004498,LA024638,,,
MSG004507,LA003549,,,
MSG004512,,,692000.0,
MSG004515,,,44000.0,
MSG004518,,,832000.0,
MSG004519,LA000196,,,
MSG004523,,,,2026-07-28
MSG004524,,LA903066,,
MSG004525,,,413000.0,
MSG004529,,,468000.0,
MSG004534,,,805000.0,
MSG004536,,,400000.0,2026-08-20
MSG004539,,,195000.0,
MSG004544,LA008986,,,
MSG004545,LA000542,,,2026-12-14
MSG004546,LA011816,,,
MSG004550,,,245000.0,
MSG004552,,,600000.0,
MSG004553,,,506000.0,
MSG004556,,,317000.0,
MSG004557,,LA928733,,
MSG004560,,LA964600,,2026-02-06
MSG004565,,,337000.0,
MSG004566,,,165000.0,
MSG004569,,,664000.0,
MSG004570,,,213000.0,
MSG004577,,LA969408,,
MSG004581,,,376000.0,
MSG004582,LA032882,,,
MSG004585,LA015817,,,
MSG004586,,,737000.0,
MSG004588,,,,2025-06-12
MSG004591,LA000795,,,
MSG004593,,,602000.0,
MSG004596,LA016316,,,
MSG004601,,,101000.0,
MSG004602,,,770000.0,
MSG004603,,LA973442,,
MSG004609,,LA999135,,
MSG004611,,,265000.0,
MSG004613,,,,2026-12-27
MSG004617,,,293000.0,
MSG004624,,LA007263,,
MSG004625,LA028261,,,
MSG004627,,,891000.0,
MSG004632,,,,2025-05-05
MSG004636,,LA967301,,
MSG004638,LA002995,,,
MSG004639,LA025450,,,
MSG004644,LA014730,,,
MSG004645,LA000630,,,
MSG004650,,,,2026-11-28
MSG004652,,,468000.0,
MSG004668,,,150000.0,
MSG004672,,,866000.0,
MSG004673,,,24000.0,
MSG004675,LA022236,,,
MSG004676,LA015034,,,
MSG004680,LA025482,,,
MSG004687,LA020416,,,
MSG004688,LA026001,,,
MSG004689,,,,2025-06-14
MSG004692,LA015214,,,
MSG004695,,,599000.0,
MSG004696,,,716000.0,2026-11-20
MSG004697,,LA957966,,
MSG004698,,,,2026-03-25
MSG004701,,,,2025-09-16
MSG004702,,LA933211,,
MSG004710,,,85000.0,
MSG004711,,,,2025-03-08
MSG004715,LA000260,,,
MSG004717,,,291000.0,
MSG004718,LA004320,,,
MSG004721,,,544000.0,
MSG004725,,,439000.0,
MSG004730,,LA937041,,
MSG004736,,,305000.0,
MSG004742,,,356000.0,
MSG004743,LA015165,,,
MSG004746,,,,2026-08-23
MSG004747,,,473000.0,
MSG004750,,,,2025-05-19
MSG004752,,,425000.0,
MSG004755,,,768000.0,
MSG004756,LA013131,,,
MSG004757,,LA982625,,
MSG004758,,,220000.0,
MSG004759,,,,2025-01-22
MSG004761,,,729000.0,
MSG004762,,,319000.0,
MSG004765,,,23000.0,2026-10-09
MSG004767,,,,2026-01-31
MSG004770,,,485000.0,
MSG004771,LA026233,,,
MSG004774,,LA946869,,2026-07-26
MSG004775,LA013603,,,
MSG004779,,,366000.0,
MSG004781,,,546000.0,
MSG004785,,,743000.0,
MSG004788,,,,2025-05-02
MSG004790,LA028389,,,
MSG004791,,LA006219,,
MSG004796,,,,2025-11-15
MSG004801,,,,2025-08-09
MSG004802,LA012718,,,
MSG004804,LA024982,,,
MSG004806,,,,2026-12-11
MSG004807,LA004107,,869000.0,
MSG004809,,LA971553,,
MSG004810,,,98000.0,
MSG004811,,,265000.0,
MSG004815,,,186000.0,
MSG004818,LA010629,,,
MSG004820,LA024835,,,
MSG004821,,,136000.0,
MSG004829,,,825000.0,2025-06-08
MSG004831,,,206000.0,
MSG004834,,LA912412,,
MSG004835,,LA912829,,
MSG004836,LA019456,,,
MSG004838,,,586000.0,
MSG004844,,,291000.0,
MSG004846,,,,2025-10-25
MSG004850,LA025697,,,2026-04-30
MSG004853,,,407000.0,
MSG004854,,,75000.0,
MSG004855,,LA921547,,
MSG004859,,,729000.0,
MSG004860,LA017043,,,
MSG004861,,,749000.0,
MSG004863,,,,2026-05-07
MSG004866,,,789000.0,
MSG004870,,LA919514,,
MSG004872,,LA960698,,
MSG004875,,,,2026-04-24
MSG004879,,,416000.0,
MSG004881,,,,2026-07-22
MSG004893,,,307000.0,
MSG004894,,LA963710,,
MSG004904,,,815000.0,
MSG004907,LA028358,,,
MSG004913,,,803000.0,
MSG004914,LA028957,,,
MSG004915,LA032162,,,
MSG004918,LA004038,,,
MSG004920,,,18000.0,
MSG004927,,,,2026-07-29
MSG004931,,LA955789,,
MSG004933,LA019530,,,
MSG004934,LA003782,,,2026-10-17
MSG004935,LA007589,,,
MSG004936,,LA928941,,
MSG004944,,,,2025-02-23
MSG004953,,,811000.0,
MSG004955,LA009934,,,
MSG004956,LA021345,,,
MSG004959,,,868000.0,
MSG004960,,,311000.0,
MSG004961,,,864000.0,2026-06-24
MSG004967,,,23000.0,
MSG004969,,,51000.0,2025-10-31
MSG004971,LA014244,,,
MSG004975,LA028540,,,
MSG004986,,,600000.0,
MSG004987,,,133000.0,
MSG004990,LA009874,,,
MSG004991,LA020388,,,2026-06-15
MSG004996,,,,2025-09-16
MSG004998,,,,2026-09-22
MSG005000,,,,2026-02-07
MSG005004,,,66000.0,
MSG005008,,,755000.0,
MSG005011,LA025205,,,2025-02-10
MSG005014,LA032357,,,
MSG005018,,,,2026-10-04
MSG005020,,,768000.0,
MSG005022,,,,2025-02-19
MSG005025,LA008125,,,
MSG005026,,,,2025-11-30
MSG005029,,,81000.0,
MSG005032,,,769000.0,
MSG005040,LA024235,,,
MSG005046,,,880000.0,
MSG005048,,,481000.0,
MSG005051,LA002803,,,
MSG005052,,,490000.0,
MSG005053,,,145000.0,
MSG005056,,,,2026-05-18
MSG005057,LA017954,,,
MSG005058,,,760000.0,
MSG005059,LA013671,,,
MSG005063,,,,2025-09-21
MSG005071,,,624000.0,
MSG005073,LA031630,,,
MSG005074,,,283000.0,
MSG005077,LA025544,,,
MSG005079,,,,2025-07-15
MSG005081,,,609000.0,
MSG005084,LA030598,,,
MSG005086,,LA028069,,
MSG005090,LA013570,,,
MSG005093,,,62000.0,
MSG005100,,,,2025-12-21
MSG005102,,,,2026-10-04
MSG005103,,LA957666,181000.0,
MSG005104,,,500000.0,
MSG005107,LA024227,,,
MSG005109,LA001014,,,
MSG005113,LA018428,,,
MSG005114,LA001561,,,2025-11-23
MSG005116,LA023927,,,
MSG005120,,LA911943,,
MSG005124,,,765000.0,
MSG005127,,,774000.0,
MSG005132,,,,2026-04-08
MSG005133,,LA947283,,
MSG005137,,,696000.0,2025-10-21
MSG005142,,,,2026-06-09
MSG005147,,,129000.0,
MSG005149,LA031901,,,
MSG005153,,,533000.0,
MSG005154,,,166000.0,
MSG005159,,,94000.0,
MSG005161,LA022510,,,
MSG005163,LA027718,,,
MSG005164,,,876000.0,
MSG005165,,,620000.0,
MSG005172,LA007769,,168000.0,
MSG005175,LA032803,,,2025-12-22
MSG005176,,,524000.0,2025-09-12
