application_id,default_probability,loan_amount_inr,monthly_installment_inr,installment_to_income,credit_band,decision
LP004838,0.764535,806000,70766.52,0.5352,poor,refer
LP001790,0.764455,445000,12272.19,0.4491,fair,refer
LP002534,0.764451,345000,15880.22,0.4437,poor,refer
LP002192,0.763894,228000,20018.32,0.8027,poor,refer
LP004795,0.763521,1947000,41128.9,0.6117,poor,refer
LP002791,0.761756,423000,38079.54,0.9224,good,refer
LP003372,0.761491,1943000,41044.41,0.6008,poor,refer
LP000990,0.7609,1313000,42212.87,0.5086,poor,refer
LP002397,0.760578,2500000,63106.73,0.4053,poor,refer
LP002936,0.760434,782000,25141.25,0.4854,poor,refer
LP002587,0.759788,1500000,72374.14,0.5489,poor,refer
LP003875,0.759274,1500000,72374.14,0.4753,fair,refer
LP000355,0.758489,902000,14858.01,0.4588,poor,refer
LP001806,0.758463,725000,17058.0,0.4704,poor,refer
LP000102,0.757495,370000,33308.34,0.7298,good,refer
LP000101,0.756749,1626000,41044.62,0.5702,poor,refer
LP001195,0.756095,398000,19203.27,0.4808,fair,refer
LP000356,0.755633,418000,71918.8,0.7081,poor,refer
LP001555,0.754771,1603000,40464.03,0.5653,poor,refer
LP002893,0.754292,490000,13513.2,0.4634,fair,refer
LP001275,0.753924,572000,13458.18,0.4626,fair,refer
LP000278,0.7537,343000,30877.73,0.6707,good,refer
LP001788,0.753666,1420000,45652.92,0.5291,poor,refer
LP003062,0.753606,422000,37989.51,0.6272,fair,refer
LP004984,0.753574,1500000,135033.82,0.4855,poor,refer
LP004671,0.753102,2206000,46600.08,0.5109,fair,refer
LP004120,0.753066,2362000,59623.24,0.5981,poor,refer
LP003006,0.753011,2109000,44551.03,0.3942,poor,refer
LP004069,0.751662,237000,21335.34,0.4167,poor,refer
LP000785,0.751388,1171000,32293.78,0.4566,fair,refer
LP004601,0.751091,943000,15533.38,0.4066,poor,refer
LP003719,0.750775,366000,32948.25,1.4974,excellent,refer
LP001975,0.750298,431000,38799.72,0.4492,poor,refer
LP002656,0.749485,1243000,26257.43,0.4539,poor,refer
LP001372,0.748588,569000,27453.92,0.4968,fair,refer
LP004733,0.748471,260000,44734.18,0.741,poor,refer
LP001855,0.74829,1380000,66584.21,0.4772,poor,refer
LP002103,0.747318,1435000,129182.35,0.603,poor,refer
LP002447,0.747025,827000,38066.5,0.4434,poor,refer
LP003530,0.74689,472000,42490.64,0.8034,good,refer
LP003533,0.746883,635000,30638.39,0.3739,fair,refer
LP002332,0.746784,1293000,35658.29,0.3259,fair,refer
LP001995,0.746052,1013000,21398.86,0.419,fair,refer
LP001851,0.745776,229000,20615.16,0.7019,fair,refer
LP004778,0.745737,1447000,49807.15,0.3529,fair,refer
LP000616,0.744481,1009000,34730.77,0.4809,fair,refer
LP002687,0.744138,1500000,72374.14,0.4766,poor,refer
LP002467,0.743967,680000,17165.03,0.4816,poor,refer
LP002521,0.743134,1180000,24926.61,0.293,poor,refer
LP004816,0.742875,255000,12303.6,0.5426,fair,refer
LP003518,0.742815,335000,30157.55,0.68,good,refer
LP002894,0.74261,2489000,80021.2,0.6468,fair,refer
LP002045,0.740237,1500000,51631.47,0.3232,poor,refer
LP004707,0.740164,1188000,40892.12,0.4427,fair,refer
LP003120,0.739905,2492000,52641.62,0.5575,poor,refer
LP001599,0.737368,562000,18068.27,0.5149,poor,refer
LP004530,0.737132,1500000,13017.35,0.6763,poor,refer
LP000484,0.735386,781000,47264.98,0.5005,poor,refer
LP001445,0.73447,465000,41097.47,0.5635,poor,refer
LP000851,0.734194,313000,10773.77,0.4015,fair,refer
LP003661,0.734114,351000,8258.43,0.4614,fair,refer
LP003375,0.733463,1140000,31438.87,0.4652,fair,refer
LP000659,0.733415,862000,27713.25,0.5233,fair,refer
LP004183,0.732742,435000,10980.57,0.4381,poor,refer
LP000869,0.731076,1500000,51631.47,0.4213,fair,refer
LP001328,0.730028,712000,16752.14,0.4922,fair,refer
LP003802,0.729768,1500000,51631.47,0.4921,fair,refer
LP003041,0.72973,6702000,51532.58,0.5278,poor,refer
LP002385,0.729611,2500000,63106.73,0.4509,poor,refer
LP004553,0.72918,1500000,35292.42,0.3112,poor,refer
LP004656,0.728223,1117000,30804.57,0.517,good,refer
LP003215,0.728174,180000,8684.9,0.2561,poor,refer
LP004034,0.728042,290000,26106.54,0.799,good,refer
LP003054,0.727762,322000,15536.32,0.7422,fair,refer
LP001012,0.727221,729000,35173.83,0.3378,poor,refer
LP004915,0.72688,472000,81209.75,0.983,poor,refer
LP004471,0.726544,903000,21246.04,0.4488,fair,refer
LP000418,0.726125,1609000,51729.26,0.5824,poor,refer
LP002626,0.725843,868000,41880.5,0.7319,fair,refer
LP003931,0.724902,1002000,21166.49,0.4453,fair,refer
LP003148,0.724835,8754000,75969.25,0.5236,poor,refer
LP003575,0.723224,2500000,63106.73,0.4998,poor,refer
LP004959,0.722915,1504000,31770.86,0.515,poor,refer
LP000844,0.72289,415000,37359.36,0.7615,good,refer
LP000003,0.722756,1500000,72374.14,0.3864,poor,refer
LP003125,0.722475,4353000,33470.8,0.5001,poor,refer
LP004518,0.722178,555000,49962.51,0.693,fair,refer
LP003451,0.722036,1035000,24351.77,0.3672,poor,refer
LP004394,0.722001,1031000,24257.66,0.3681,fair,refer
LP000456,0.721032,626000,55326.92,0.5157,poor,refer
LP004675,0.720486,1500000,41366.93,0.387,fair,refer
LP001776,0.720244,444000,15282.91,0.3558,poor,refer
LP004491,0.718907,734000,64444.95,1.1146,fair,refer
LP000620,0.718593,689000,23716.05,0.6154,fair,refer
LP003081,0.71732,172000,8298.9,0.4101,fair,refer
LP001436,0.716916,1356000,65426.22,0.4154,poor,refer
LP004273,0.716376,1348000,46399.48,0.4006,fair,refer
LP001383,0.715959,1282000,30163.26,0.4485,fair,refer
LP000702,0.715915,415000,71402.64,0.5786,poor,refer
LP004053,0.715352,1193000,19651.45,0.4826,poor,refer
LP004195,0.715306,380000,33585.03,0.6138,poor,refer
LP001315,0.715192,1647000,34791.63,0.4348,poor,refer
LP001782,0.713538,1500000,51631.47,0.421,fair,refer
LP004352,0.71268,1500000,51631.47,0.6169,fair,refer
LP002545,0.712447,2500000,52810.61,0.4784,poor,refer
LP000316,0.710741,760000,68417.13,0.7974,excellent,refer
LP002672,0.710577,980000,23057.72,0.4427,poor,refer
LP001078,0.71025,811000,73008.28,0.8654,good,refer
LP000858,0.709964,1500000,135033.82,0.8033,fair,refer
LP004336,0.709565,11161000,85818.43,0.4761,poor,refer
LP001175,0.709067,894000,24654.69,0.4405,poor,refer
LP003808,0.709027,1500000,72374.14,0.4526,fair,refer
LP004217,0.709,909000,25068.36,0.4223,poor,refer
LP001515,0.707352,571000,19654.38,0.4291,fair,refer
LP001740,0.707068,263000,12105.79,0.3761,poor,refer
LP000080,0.706682,13454000,103449.62,0.4237,poor,refer
LP002081,0.706242,622000,10245.77,0.4818,poor,refer
LP000111,0.706065,1500000,41366.93,0.3246,poor,refer
LP000324,0.705947,1500000,35292.42,0.3966,poor,refer
LP004062,0.70552,1951000,49248.49,0.3973,poor,refer
LP002496,0.705332,705000,34015.85,0.6045,good,refer
LP003882,0.70474,598000,16491.62,0.424,poor,refer
LP000194,0.703063,5093000,41010.22,0.5161,poor,refer
LP002461,0.702815,707000,63645.94,0.8238,excellent,refer
LP002331,0.702465,4156000,31956.04,0.5433,poor,refer
LP000743,0.701552,366000,22149.79,0.5394,poor,refer
LP000517,0.70131,575000,13528.76,0.2879,fair,refer
LP000465,0.700599,1500000,11533.7,0.4312,poor,refer
LP001822,0.699969,8179000,62889.43,0.5047,poor,refer
LP004784,0.69961,7296000,63316.38,0.5971,poor,refer
LP000629,0.699261,349000,30845.2,0.3065,poor,refer
LP003175,0.698987,304000,9773.58,0.3469,poor,refer
LP000134,0.698189,1500000,72374.14,0.7711,fair,refer
LP000889,0.696694,3557000,27350.25,0.5213,poor,refer
LP003106,0.696119,1093000,98394.64,1.0259,good,refer
LP004861,0.695199,1416000,29911.93,0.6014,poor,refer
LP002753,0.695032,431000,20795.5,0.4324,fair,refer
LP004266,0.69459,1264000,31906.76,0.4282,poor,refer
LP002336,0.694578,1109000,18267.78,0.4602,poor,refer
LP004619,0.69439,1582000,33418.55,0.3698,poor,refer
LP002283,0.693991,706000,19470.03,0.4241,fair,refer
LP000681,0.693525,2322000,17854.17,0.5513,poor,refer
LP002831,0.692528,1083000,17839.5,0.4097,poor,refer
LP003516,0.692447,446000,39158.65,0.9345,fair,refer
LP002773,0.692213,398000,6555.97,0.4877,poor,refer
LP000783,0.691528,342000,58842.66,0.4668,poor,refer
LP004676,0.691294,3483000,26781.26,0.5343,poor,refer
LP000776,0.69115,633000,56984.27,0.3901,poor,refer
LP000438,0.69081,5565000,42790.04,0.5068,poor,refer
LP003031,0.69014,1683000,35552.1,0.4533,poor,refer
LP002958,0.690069,803000,38744.29,0.7595,good,refer
LP003126,0.690018,476000,28806.83,0.3891,poor,refer
LP004572,0.690011,5010000,38522.57,0.4797,poor,refer
LP000039,0.688958,863000,77689.46,0.8085,good,refer
LP002290,0.688953,1500000,51631.47,0.4296,fair,refer
LP000315,0.688445,564000,19413.43,0.3947,fair,refer
LP000048,0.688139,1029000,21736.85,0.5474,poor,refer
LP002237,0.687836,326000,15729.31,0.4991,fair,refer
LP003846,0.687604,309000,8521.59,0.3961,poor,refer
LP004953,0.687485,712000,19635.5,0.4054,poor,refer
LP002352,0.6873,450000,15489.44,0.5128,fair,refer
LP003074,0.687244,562000,19344.59,0.6127,good,refer
LP001270,0.686731,1211000,55741.88,1.0683,fair,refer
LP002459,0.686725,1191000,19618.5,0.4696,poor,refer
LP001057,0.686477,1500000,51631.47,0.3497,poor,refer
LP001073,0.686171,4028000,34955.92,0.5445,poor,refer
LP000646,0.685914,494000,22738.63,0.56,poor,refer
LP001163,0.685449,373000,12839.02,0.5198,fair,refer
LP000417,0.685266,1311000,30845.58,0.4463,fair,refer
LP002366,0.68507,1203000,19816.17,0.4228,poor,refer
LP003847,0.684297,1477000,37283.45,0.5871,poor,refer
LP000730,0.683955,2500000,52810.61,0.4341,poor,refer
LP000318,0.682184,415000,9764.24,0.5078,fair,refer
LP000085,0.681897,599000,16519.19,0.4163,poor,refer
LP000053,0.681769,1479000,71360.9,0.4816,fair,refer
LP004280,0.681732,999000,34386.56,0.4844,fair,refer
LP003564,0.681222,704000,33967.6,0.5011,excellent,refer
LP001668,0.680915,400000,19299.77,0.4682,fair,refer
LP002576,0.680847,738000,20352.53,0.5442,good,refer
LP003739,0.679263,585000,100651.91,0.4184,poor,refer
LP002756,0.678391,409000,19734.02,0.6648,good,refer
LP003768,0.677996,568000,13364.06,0.4893,fair,refer
LP004260,0.677677,1246000,26320.81,0.4623,poor,refer
LP002033,0.677371,1419000,33386.63,0.4433,poor,refer
LP003347,0.675345,970000,33388.35,0.4801,fair,refer
LP002448,0.675134,552000,15223.03,0.4641,fair,refer
LP002362,0.675049,1500000,13017.35,0.4543,poor,refer
LP004687,0.673782,800000,38599.54,0.4396,poor,refer
LP000499,0.672721,7449000,57276.37,0.5407,poor,refer
LP001279,0.672537,492000,16935.12,0.4392,poor,refer
LP000081,0.672396,796000,27399.1,0.5372,fair,refer
LP001774,0.672032,922000,21693.08,0.4076,fair,refer
LP002298,0.671927,634000,29182.78,0.5858,fair,refer
LP000742,0.671316,1500000,35292.42,0.266,poor,refer
LP000404,0.671172,1332000,45848.74,0.5049,fair,refer
LP001893,0.670932,4517000,34731.82,0.535,poor,refer
LP001484,0.670927,1169000,29508.71,0.6017,fair,refer
LP004625,0.670147,2500000,52810.61,0.4534,poor,refer
LP003715,0.670078,631000,14846.35,0.449,fair,refer
LP003765,0.66945,896000,41242.54,0.869,poor,refer
LP003646,0.668631,702000,16516.85,0.4626,fair,refer
LP004109,0.668538,1013000,91192.84,0.7204,excellent,refer
LP000772,0.668473,339000,30517.64,0.5983,fair,refer
LP004666,0.667592,770000,21235.02,0.5905,fair,refer
LP004614,0.667566,621000,13118.16,0.3583,poor,refer
LP003032,0.667437,548000,9026.82,0.4414,fair,refer
LP001622,0.667417,651000,29965.29,0.9778,poor,refer
LP004070,0.667018,597000,36129.57,0.3664,poor,refer
LP004886,0.667012,120000,20646.55,0.6664,fair,refer
LP001996,0.66663,500000,16074.97,0.3916,poor,refer
LP003092,0.666531,2500000,80374.85,0.5259,poor,refer
LP004083,0.666075,710000,19580.35,0.5443,fair,refer
LP001902,0.665886,542000,14947.25,0.3832,poor,refer
LP003437,0.665697,671000,23096.48,0.5807,fair,refer
LP000432,0.665528,1686000,12963.88,0.526,poor,refer
LP002880,0.66503,702000,14829.22,0.5694,poor,refer
LP002570,0.66414,412000,18964.21,0.4362,poor,refer
LP004094,0.66376,2852000,22965.08,0.5796,poor,refer
LP000624,0.663503,811000,19081.44,0.5053,fair,refer
LP003005,0.662464,795000,18704.98,0.3469,fair,refer
LP003051,0.662462,608000,20927.95,0.6322,good,refer
LP004373,0.662145,1500000,41366.93,0.2927,poor,refer
LP003702,0.661793,128000,22022.98,0.5393,poor,refer
LP001547,0.661771,886000,18716.08,0.5728,poor,refer
LP001097,0.661748,403000,35383.26,0.7906,fair,refer
LP001569,0.661663,389000,35018.77,0.4008,fair,refer
LP004370,0.661002,1500000,11533.7,0.3792,poor,refer
LP004514,0.660701,638000,21960.58,0.5694,fair,refer
LP002925,0.660692,10231000,78667.54,0.52,poor,refer
LP004734,0.660457,763000,26263.21,0.3574,poor,refer
LP003910,0.660363,3397000,27353.56,0.516,poor,refer
LP001988,0.66032,591000,20342.8,0.567,fair,refer
LP001983,0.659832,327000,28710.49,0.9098,fair,refer
LP002244,0.659594,258000,22652.31,0.6811,poor,refer
LP004764,0.659076,635000,14940.46,0.4689,fair,refer
LP002750,0.659036,531000,47801.97,0.6578,good,refer
LP000875,0.658648,5095000,41026.32,0.5615,poor,refer
LP000771,0.658611,1187000,27928.07,0.4902,fair,refer
LP002419,0.658253,420000,20264.76,0.4026,fair,refer
LP000715,0.657829,414000,9740.71,0.4557,fair,refer
LP002420,0.657351,743000,66886.75,0.4661,fair,refer
LP000532,0.657254,1225000,33782.99,0.5535,fair,refer
LP004506,0.657179,6468000,49733.32,0.4685,poor,refer
LP004166,0.656294,1500000,14771.09,0.402,poor,refer
LP001920,0.656094,1000000,16472.3,0.4494,fair,refer
LP000107,0.655819,3631000,27919.25,0.4909,poor,refer
LP002548,0.655512,1428000,49153.16,0.5602,fair,refer
LP004049,0.655398,2597000,20911.75,0.4635,poor,refer
LP001045,0.655174,818000,73638.44,0.4695,fair,refer
LP004029,0.655053,515000,12117.06,0.3715,poor,refer
LP001980,0.653707,886000,28484.85,0.476,poor,refer
LP001497,0.653353,504000,44544.36,0.4373,poor,refer
LP001795,0.653205,658000,21154.66,0.4203,poor,refer
LP001863,0.653196,1085000,37346.76,0.5722,fair,refer
LP004688,0.652887,186000,16744.19,0.69,good,refer
LP000426,0.652775,1098000,35300.64,0.5285,fair,refer
LP000262,0.652635,1292000,30398.54,0.4631,fair,refer
LP001387,0.652266,311000,15005.57,0.4179,fair,refer
LP000010,0.652194,497000,13706.24,0.3265,fair,refer
LP004507,0.651831,1336000,45986.43,0.3183,poor,refer
LP004705,0.651699,5966000,58749.56,0.5282,poor,refer
LP002837,0.651559,762000,36766.06,0.4395,poor,refer
LP001273,0.651253,178000,8193.27,0.3982,poor,refer
LP002472,0.650664,886000,77790.5,0.6669,poor,refer
LP001586,0.650172,864000,41687.51,0.3997,fair,refer
LP004487,0.650068,1500000,41366.93,0.2819,poor,refer
LP002430,0.65003,1847000,46623.25,0.5092,fair,refer
LP004127,0.649964,1195000,41133.07,0.612,fair,refer
LP000428,0.649789,7674000,66596.75,0.5455,poor,refer
LP001435,0.649711,941000,56947.95,0.4695,poor,refer
LP004527,0.649475,782000,70397.63,0.9078,excellent,refer
LP003464,0.649401,433000,11941.25,0.4793,good,refer
LP001641,0.648903,692000,19083.94,0.3819,poor,refer
LP000413,0.648802,6820000,52439.9,0.5347,poor,refer
LP002157,0.648047,1500000,35292.42,0.4154,fair,refer
LP004674,0.647927,3115000,25082.82,0.5013,poor,refer
LP004645,0.647602,1500000,14771.09,0.4975,poor,refer
LP000996,0.647458,1202000,38644.23,0.3612,poor,refer
LP000605,0.646805,1140000,36650.93,0.4652,poor,refer
LP004328,0.646766,292000,26286.58,0.8431,excellent,refer
LP004357,0.646531,2500000,63106.73,0.3836,poor,refer
LP000116,0.645955,1001000,23551.81,0.4107,poor,refer
LP003298,0.645942,565000,18164.72,0.7254,fair,refer
LP002953,0.645472,1749000,44149.47,0.4958,fair,refer
LP003587,0.645395,1072000,17658.3,0.4677,fair,refer
LP004660,0.645318,5266000,45699.57,0.4559,poor,refer
LP001854,0.645155,1058000,29177.47,0.5905,excellent,refer
LP001519,0.644923,978000,23010.66,0.4726,fair,refer
LP002389,0.643879,1107000,38104.02,0.5195,good,refer
LP003150,0.64385,1229000,25961.7,0.4675,poor,refer
LP002351,0.643447,4017000,32345.97,0.5763,poor,refer
LP004117,0.643218,6201000,47680.33,0.4878,poor,refer
LP000816,0.643064,8414000,67751.81,0.5552,poor,refer
LP004032,0.642886,1864000,30704.36,0.4418,poor,refer
LP004048,0.642826,1291000,30375.01,0.4748,fair,refer
LP001860,0.642776,1317000,30986.75,0.5022,good,refer
LP000994,0.642087,713000,22922.91,0.5989,fair,refer
LP004156,0.641454,7722000,62179.64,0.4358,poor,refer
LP004005,0.640993,750000,36187.07,0.4303,fair,refer
LP004885,0.640668,1718000,43366.94,0.4081,fair,refer
LP001898,0.640594,440000,10352.44,0.4321,fair,refer
LP002627,0.640382,599000,14093.44,0.3233,poor,refer
LP004922,0.63985,757000,26056.68,0.2836,poor,refer
LP002834,0.639536,483000,10203.01,0.3919,fair,refer
LP002107,0.639293,432000,9125.67,0.6265,fair,refer
LP003309,0.639219,709000,19552.77,0.3577,poor,refer
LP004403,0.638676,211000,18525.73,0.8553,good,refer
LP003262,0.637549,2074000,15947.27,0.5426,poor,refer
LP004917,0.636911,383000,10562.36,0.4686,fair,refer
LP003755,0.636358,869000,18356.97,0.5762,poor,refer
LP001236,0.636199,1009000,34730.77,0.4951,excellent,refer
LP000825,0.635911,13196000,101465.82,0.5075,poor,refer
LP000637,0.635537,1487000,31411.75,0.5281,fair,refer
LP004460,0.634243,1560000,39378.6,0.6714,poor,refer
LP004624,0.634049,281000,17005.71,0.4538,poor,refer
LP004171,0.632875,1015000,34937.29,0.4833,fair,refer
LP002016,0.632731,761000,24466.11,0.4291,poor,refer
LP000913,0.632086,3746000,30163.81,0.3635,poor,refer
LP000071,0.632069,494000,44471.14,0.5364,good,refer
LP001025,0.631796,635000,14940.46,0.4345,poor,refer
LP002533,0.631546,1009000,21314.36,0.5083,poor,refer
LP002630,0.631534,1500000,12078.41,0.5117,fair,refer
LP004500,0.631275,12276000,94391.82,0.4529,poor,refer
LP004189,0.631215,802000,27605.62,0.5943,good,refer
LP000932,0.630046,8161000,70823.05,0.5863,poor,refer
LP001919,0.629885,4116000,40531.88,0.4423,poor,refer
LP000849,0.62956,643000,17732.62,0.5457,fair,refer
LP000789,0.628519,642000,30976.13,0.3623,poor,refer
LP002342,0.628469,413000,24994.16,0.3469,poor,refer
LP004545,0.627895,879000,14479.15,0.4644,poor,refer
LP000537,0.627853,867000,39907.68,0.5956,fair,refer
LP001028,0.627731,5693000,43774.24,0.5337,poor,refer
LP003583,0.627132,1153000,27128.11,0.4796,fair,refer
LP004690,0.626973,1500000,51631.47,0.427,poor,refer
LP003278,0.626617,544000,18725.01,0.492,good,refer
LP002104,0.626501,1169000,29508.71,0.4641,poor,refer
LP000029,0.62609,3270000,26330.93,0.5719,poor,refer
LP002794,0.625993,3291000,25304.94,0.4625,fair,refer
LP004731,0.625728,7727000,67056.7,0.5188,poor,refer
LP004319,0.625441,166000,14943.74,0.4649,fair,refer
LP004864,0.625247,4680000,35985.15,0.509,poor,refer
LP004940,0.625148,345000,9514.39,0.2434,poor,refer
LP002373,0.624185,409000,19734.02,0.4122,fair,refer
LP001139,0.624105,2198000,55483.44,0.5526,poor,refer
LP001618,0.624003,2296000,73816.26,0.7844,fair,refer
LP001929,0.623961,5422000,43659.41,0.4211,poor,refer
LP000264,0.62369,812000,27949.83,0.3813,fair,refer
LP001712,0.623235,1500000,35292.42,0.4487,fair,refer
LP000091,0.623092,6489000,49894.8,0.5289,poor,refer
LP000405,0.622132,8233000,63304.65,0.3981,poor,refer
LP000228,0.621933,1362000,37561.17,0.5791,excellent,refer
LP001241,0.621628,543000,48882.24,0.4901,good,refer
LP003664,0.621392,1536000,12368.29,0.2695,poor,refer
LP002118,0.621118,988000,27247.02,0.5364,fair,refer
LP001720,0.620108,298000,51272.26,0.9788,poor,refer
LP002862,0.619885,375000,17261.11,0.4513,poor,refer
LP002574,0.619158,531000,46930.66,0.4898,poor,refer
LP001219,0.618991,1186000,27904.54,0.5061,excellent,refer
LP002511,0.618739,2500000,52810.61,0.5023,poor,refer
LP003358,0.618424,745000,67066.8,0.5013,fair,refer
LP001199,0.618107,679000,61125.31,0.6486,good,refer
LP004179,0.618084,1500000,35292.42,0.3756,poor,refer
LP003321,0.617777,422000,10652.42,0.4994,fair,refer
LP001886,0.617741,1294000,41602.02,0.5828,poor,refer
LP000980,0.617612,1497000,51528.2,0.3964,poor,refer
LP000109,0.617607,9139000,79310.37,0.4761,poor,refer
LP000423,0.616999,861000,23744.62,0.5701,good,refer
LP002410,0.616897,3708000,36514.14,0.5486,poor,refer
LP001093,0.616699,4234000,36743.64,0.5584,poor,refer
LP001868,0.615631,304000,7152.6,0.4114,poor,refer
